,name,original_name,popularity,gender,id,known_for_department,adult
1426,Ikue Otani,大谷育江,41.48,1,73044,Acting,False
1427,Holt McCallany,Holt McCallany,41.479,2,7497,Acting,False
1428,Julio Peña,Julio Peña,41.475,2,2367724,Acting,False
1429,Golda Rosheuvel,Golda Rosheuvel,41.466,1,1856875,Acting,False
1430,Martin Mull,Martin Mull,41.463,2,80742,Acting,False
1431,Elizabeth McGovern,Elizabeth McGovern,41.45,1,4513,Acting,False
1432,Richard Kind,Richard Kind,41.444,2,21125,Acting,False
1433,Salman Khan,Salman Khan,41.43,2,42802,Acting,False
1434,Kadeem Hardison,Kadeem Hardison,41.426,2,66554,Acting,False
1435,Rainn Wilson,Rainn Wilson,41.425,2,11678,Acting,False
1436,Pej Vahdat,Pej Vahdat,41.423,2,64297,Acting,False
1437,Shia LaBeouf,Shia LaBeouf,41.421,2,10959,Acting,False
1438,Rowan Atkinson,Rowan Atkinson,41.418,2,10730,Acting,False
1439,Michael Sheen,Michael Sheen,41.386,2,3968,Acting,False
1440,Hannah Waddingham,Hannah Waddingham,41.38,1,1278487,Acting,False
1441,Matt Servitto,Matt Servitto,41.379,2,58541,Acting,False
1442,Sarah Shahi,Sarah Shahi,41.371,1,164945,Acting,False
1443,Adam Goldberg,Adam Goldberg,41.371,2,6163,Acting,False
1444,Riho Yoshioka,吉岡里帆,41.362,1,1576235,Acting,False
1445,Cenk Torun,Cenk Torun,41.355,2,1173485,Acting,False
1446,Ken Leung,Ken Leung,41.35,2,2131,Acting,False
1447,John Goodman,John Goodman,41.347,2,1230,Acting,False
1448,Michael Denison,Michael Denison,41.345,2,85934,Acting,False
1449,IU,아이유,41.336,1,1252318,Acting,False
1450,Yang Yang,杨洋,41.335,2,1635792,Acting,False
1451,Benedetta Porcaroli,Benedetta Porcaroli,41.332,1,1822392,Acting,False
1452,Sofia Vassilieva,Sofia Vassilieva,41.329,1,95039,Acting,False
1453,Koji Yakusho,役所広司,41.322,2,18056,Acting,False
1454,Lucas Jade Zumann,Lucas Jade Zumann,41.312,2,1485770,Acting,False
1455,Ashley Judd,Ashley Judd,41.301,1,15852,Acting,False
1456,Michelle Pfeiffer,Michelle Pfeiffer,41.289,1,1160,Acting,False
1457,Rachel Nichols,Rachel Nichols,41.285,1,50347,Acting,False
1458,Laura Dern,Laura Dern,41.285,1,4784,Acting,False
1459,Toshiya Shinohara,篠原俊哉,41.278,2,99203,Directing,False
1460,Hou Hsiao-hsien,侯孝賢,41.274,2,64992,Directing,False
1461,Park Hae-il,박해일,41.269,2,21687,Acting,False
1462,Joe Cole,Joe Cole,41.248,2,1081875,Acting,False
1463,Gary Beadle,Gary Beadle,41.238,2,86045,Acting,False
1464,Mary McDonnell,Mary McDonnell,41.236,1,1581,Acting,False
1465,Mamoru Miyano,宮野真守,41.228,2,93803,Acting,False
1466,Emily Deschanel,Emily Deschanel,41.221,1,25933,Acting,False
1467,Emmanuelle Béart,Emmanuelle Béart,41.215,1,4885,Acting,False
1468,Brittany Murphy,Brittany Murphy,41.187,1,328,Acting,False
1469,Ariel Winter,Ariel Winter,41.181,1,42160,Acting,False
1470,Kim In-ae,Kim In-ae,41.177,1,1846846,Acting,False
1471,Polly Draper,Polly Draper,41.17,1,114470,Acting,False
1472,Naomi Scott,Naomi Scott,41.149,1,240724,Acting,False
1473,Ingrid Tesch,Ingrid Tesch,41.147,1,65807,Acting,False
1474,Annabella Sciorra,Annabella Sciorra,41.131,1,18750,Acting,False
1475,Koichi Yamadera,山寺宏一,41.109,2,20664,Acting,False
1476,Sarah Paulson,Sarah Paulson,41.106,1,34490,Acting,False
1477,Hampton Fancher,Hampton Fancher,41.102,2,583,Acting,False
1478,Alessandro Bedetti,Alessandro Bedetti,41.1,2,3935136,Acting,False
1479,Kenjiro Tsuda,津田健次郎,41.1,2,135524,Acting,False
1480,Katherine Waterston,Katherine Waterston,41.095,1,77795,Acting,False
1481,Misa Uehara,上原美佐,41.088,1,1241458,Acting,False
1482,Luke Wilson,Luke Wilson,41.078,2,36422,Acting,False
1483,Sylvia Syms,Sylvia Syms,41.073,1,15736,Acting,False
1484,Masaki Okada,岡田将生,41.071,2,124402,Acting,False
1485,Mark Hamill,Mark Hamill,41.068,2,2,Acting,False
1486,Seol In-a,설인아,41.059,1,1761412,Acting,False
1487,Mikhail Efremov,Михаил Ефремов,41.059,2,86870,Acting,False
1488,Jace Norman,Jace Norman,41.042,2,1428067,Acting,False
1489,Patrick Dempsey,Patrick Dempsey,41.038,2,18352,Acting,False
1490,Eiko Koike,小池栄子,41.031,1,131191,Acting,False
1491,Mira Sorvino,Mira Sorvino,41.024,1,23931,Acting,False
1492,Cam Gigandet,Cam Gigandet,41.012,2,55086,Acting,False
1493,Hank Azaria,Hank Azaria,41.005,2,5587,Acting,False
1494,Alan Tudyk,Alan Tudyk,41.003,2,21088,Acting,False
1495,Michael Moore,Michael Moore,41.003,2,17087,Directing,False
1496,Yuka Iguchi,井口裕香,40.996,1,1242005,Acting,False
1497,Laura Linney,Laura Linney,40.991,1,350,Acting,False
1498,Jessica Henwick,Jessica Henwick,40.989,1,1202689,Acting,False
1499,Park Jun-myun,박준면,40.986,1,123810,Acting,False
1500,Breckin Meyer,Breckin Meyer,40.966,2,33654,Acting,False
1501,Moon Woo-jin,Moon Woo-jin,40.961,2,2704194,Acting,False
1502,Tomochika,友近,40.961,1,587658,Acting,False
1503,Matthew Modine,Matthew Modine,40.957,2,8654,Acting,False
1504,Joan Cusack,Joan Cusack,40.948,1,3234,Acting,False
1505,Nick Zano,Nick Zano,40.941,2,84076,Acting,False
1506,Melanie Liburd,Melanie Liburd,40.938,1,1399166,Acting,False
1507,Bonnie Bedelia,Bonnie Bedelia,40.936,1,7673,Acting,False
1508,Fiona Gubelmann,Fiona Gubelmann,40.934,1,1233749,Acting,False
1509,Jesse Spencer,Jesse Spencer,40.933,2,41422,Acting,False
1510,Kyle Gallner,Kyle Gallner,40.929,2,59219,Acting,False
1511,Thea Sofie Loch Næss,Thea Sofie Loch Næss,40.901,1,1384976,Acting,False
1512,Jason Bateman,Jason Bateman,40.864,2,23532,Acting,False
1513,Kelly McGillis,Kelly McGillis,40.864,1,11084,Acting,False
1514,Rina Sato,佐藤利奈,40.859,1,1241566,Acting,False
1515,Rosanna Arquette,Rosanna Arquette,40.858,1,2165,Acting,False
1516,Jane Krakowski,Jane Krakowski,40.847,1,13636,Acting,False
1517,Bérénice Bejo,Bérénice Bejo,40.841,1,82923,Acting,False
1518,Yu Shuxin,虞書欣,40.838,1,2140103,Acting,False
1519,Robin Wright,Robin Wright,40.833,1,32,Acting,False
1520,Joan Cusack,Joan Cusack,40.948,1,3234,Acting,False
1521,Nick Zano,Nick Zano,40.941,2,84076,Acting,False
1522,Melanie Liburd,Melanie Liburd,40.938,1,1399166,Acting,False
1523,Bonnie Bedelia,Bonnie Bedelia,40.936,1,7673,Acting,False
1524,Fiona Gubelmann,Fiona Gubelmann,40.934,1,1233749,Acting,False
1525,Jesse Spencer,Jesse Spencer,40.933,2,41422,Acting,False
1526,Kyle Gallner,Kyle Gallner,40.929,2,59219,Acting,False
1527,Thea Sofie Loch Næss,Thea Sofie Loch Næss,40.901,1,1384976,Acting,False
1528,Jason Bateman,Jason Bateman,40.864,2,23532,Acting,False
1529,Kelly McGillis,Kelly McGillis,40.864,1,11084,Acting,False
1530,Rina Sato,佐藤利奈,40.859,1,1241566,Acting,False
1531,Rosanna Arquette,Rosanna Arquette,40.858,1,2165,Acting,False
1532,Jane Krakowski,Jane Krakowski,40.847,1,13636,Acting,False
1533,Ha Yul-Ri,하율리,24.507,1,3367106,Acting,False
1534,Bérénice Bejo,Bérénice Bejo,40.841,1,82923,Acting,False
1535,Yu Shuxin,虞書欣,40.838,1,2140103,Acting,False
1536,Robin Wright,Robin Wright,40.833,1,32,Acting,False
1537,Miles Teller,Miles Teller,40.812,2,996701,Acting,False
1538,Indira Varma,Indira Varma,40.802,1,30430,Acting,False
1539,Yorgos Lanthimos,Yorgos Lanthimos,40.799,2,122423,Directing,False
1540,Ezgi Asaroğlu,Ezgi Asaroğlu,40.649,1,113870,Acting,False
1541,Miguel Herrán,Miguel Herrán,40.638,2,1428896,Acting,False
1542,Richard Ayoade,Richard Ayoade,40.62,2,98103,Acting,False
1543,Loletta Lee,Loletta Lee,40.618,1,1135177,Acting,False
1544,Matteo Garrone,Matteo Garrone,40.614,2,63973,Directing,False
1545,Yoshino Aoyama,青山吉能,40.61,1,1643476,Acting,False
1546,Ken Watanabe,渡辺謙,40.608,2,3899,Acting,False
1547,Michael Nyqvist,Michael Nyqvist,40.604,2,6283,Acting,False
1548,Jessica Lange,Jessica Lange,40.598,1,4431,Acting,False
1549,Josh Hutcherson,Josh Hutcherson,40.591,2,27972,Acting,False
1550,Samantha Morton,Samantha Morton,40.588,1,2206,Acting,False
1551,Pavel Maykov,Павел Майков,40.582,2,128850,Acting,False
1552,Kim Si-a,김시아,40.566,1,2115785,Acting,False
1553,Dominic Jephcott,Dominic Jephcott,40.565,2,136027,Acting,False
1554,Michele Morrone,Michele Morrone,40.553,2,2349355,Acting,False
1555,Heino Ferch,Heino Ferch,40.551,2,1086,Acting,False
1556,Ahn Suk-hwan,안석환,40.55,2,1239677,Acting,False
1557,Amber Midthunder,Amber Midthunder,40.541,1,1654001,Acting,False
1558,Awkwafina,Awkwafina,40.539,1,1625558,Acting,False
1559,Nisa Sofiya Aksongur,Nisa Sofiya Aksongur,40.537,1,1985311,Acting,False
1560,John Mitchum,John Mitchum,40.534,2,14786,Acting,False
1561,Steven Weber,Steven Weber,40.529,2,6106,Acting,False
1562,Miyuki Sawashiro,沢城みゆき,40.526,1,186341,Acting,False
1563,Emmy Clarke,Emmy Clarke,40.507,1,200989,Acting,False
1564,Pauly Shore,Pauly Shore,40.502,2,64998,Acting,False
1565,Katie Cassidy,Katie Cassidy,40.493,1,55775,Acting,False
1566,Bill Irwin,Bill Irwin,40.488,2,58549,Acting,False
1567,Hera Hilmar,Hera Hilmar,40.469,1,586286,Acting,False
1568,Josh Lucas,Josh Lucas,40.468,2,6164,Acting,False
1569,Corey Johnson,Corey Johnson,40.459,2,17199,Acting,False
1570,Im Chang-jung,임창정,40.432,2,87540,Acting,False
1571,Jennifer Coolidge,Jennifer Coolidge,40.431,1,38334,Acting,False
1572,Courtney Henggeler,Courtney Henggeler,40.426,1,43483,Acting,False
1573,Kim Se-jeong,김세정,40.42,1,1834241,Acting,False
1574,Claire Danes,Claire Danes,40.418,1,6194,Acting,False
1575,Ayyappa P. Sharma,Ayyappa P. Sharma,40.406,2,1293574,Acting,False
1576,Scott Haze,Scott Haze,40.393,2,87954,Acting,False
1577,Parminder Nagra,Parminder Nagra,40.39,1,231610,Acting,False
1578,Steve Martin,Steve Martin,40.388,2,67773,Acting,False
1579,Robert Shaw,Robert Shaw,40.384,2,8606,Acting,False
1580,Emmy Clarke,Emmy Clarke,40.507,1,200989,Acting,False
1581,Pauly Shore,Pauly Shore,40.502,2,64998,Acting,False
1582,Katie Cassidy,Katie Cassidy,40.493,1,55775,Acting,False
1583,Bill Irwin,Bill Irwin,40.488,2,58549,Acting,False
1584,Hera Hilmar,Hera Hilmar,40.469,1,586286,Acting,False
1585,Josh Lucas,Josh Lucas,40.468,2,6164,Acting,False
1586,Corey Johnson,Corey Johnson,40.459,2,17199,Acting,False
1587,Konomi Kohara,小原好美,30.135,1,1820616,Acting,False
1588,Im Chang-jung,임창정,40.432,2,87540,Acting,False
1589,Jennifer Coolidge,Jennifer Coolidge,40.431,1,38334,Acting,False
1590,Courtney Henggeler,Courtney Henggeler,40.426,1,43483,Acting,False
1591,Claire Danes,Claire Danes,40.418,1,6194,Acting,False
1592,Ayyappa P. Sharma,Ayyappa P. Sharma,40.406,2,1293574,Acting,False
1593,Scott Haze,Scott Haze,40.393,2,87954,Acting,False
1594,Parminder Nagra,Parminder Nagra,40.39,1,231610,Acting,False
1595,Steve Martin,Steve Martin,40.388,2,67773,Acting,False
1596,Robert Shaw,Robert Shaw,40.384,2,8606,Acting,False
1597,Shohreh Aghdashloo,Shohreh Aghdashloo,40.382,1,21041,Acting,False
1598,Park Min-young,박민영,40.375,1,1234603,Acting,False
1599,Sam Shepard,Sam Shepard,40.368,2,9880,Acting,False
1600,Asami Sanada,真田アサミ,40.223,1,1241552,Acting,False
1601,Mariette Hartley,Mariette Hartley,40.213,1,16131,Acting,False
1602,Ezra Miller,Ezra Miller,40.201,3,132157,Acting,False
1603,Richard Grieco,Richard Grieco,40.19,2,87295,Acting,False
1604,James Coburn,James Coburn,40.182,2,5563,Acting,False
1605,Ray Liotta,Ray Liotta,40.177,2,11477,Acting,False
1606,Tom Wopat,Tom Wopat,40.156,2,114293,Acting,False
1607,Beril Pozam,Beril Pozam,40.147,1,3101815,Acting,False
1608,Leo Wu,吳磊,40.143,2,1438264,Acting,False
1609,Grace Park,Grace Park,40.133,1,77209,Acting,False
1610,Jack Davenport,Jack Davenport,40.11,2,1709,Acting,False
1611,Hrithik Roshan,Hrithik Roshan,40.103,2,78749,Acting,False
1612,Jeong-hwan Kong,공정환,40.1,2,123824,Acting,False
1613,Missy Peregrym,Missy Peregrym,40.094,1,34434,Acting,False
1614,Meryem Uzerli,Meryem Uzerli,40.091,1,1243837,Acting,False
1615,Hacken Lee,李克勤,40.052,2,123644,Acting,False
1616,Paul Newman,Paul Newman,40.052,2,3636,Acting,False
1617,Will Forte,Will Forte,40.041,2,62831,Acting,False
1618,Melissa Moore,Melissa Moore,40.04,1,99067,Acting,False
1619,Kiele Sanchez,Kiele Sanchez,40.039,1,31168,Acting,False
1620,Samantha Bond,Samantha Bond,40.036,1,10699,Acting,False
1621,Suzuki Matsuo,松尾スズキ,40.034,2,58613,Acting,False
1622,James Garner,James Garner,40.033,2,16896,Acting,False
1623,Nur Fettahoğlu,Nur Fettahoğlu,40.031,1,1246604,Acting,False
1624,Go Min-si,고민시,40.025,1,1787992,Acting,False
1625,Kwon BoA,보아,40.017,1,1138821,Acting,False
1626,Romy Schneider,Romy Schneider,40.01,1,6250,Acting,False
1627,Eric Bana,Eric Bana,40.008,2,8783,Acting,False
1628,Emily Watson,Emily Watson,39.991,1,1639,Acting,False
1629,Val Kilmer,Val Kilmer,39.988,2,5576,Acting,False
1630,Biran Damla Yılmaz,Biran Damla Yılmaz,39.983,1,1487442,Acting,False
1631,John Murray,John Murray,39.983,2,66107,Acting,False
1632,Dylan Baker,Dylan Baker,39.979,2,19152,Acting,False
1633,Michiel Huisman,Michiel Huisman,39.975,2,91520,Acting,False
1634,Yda Manzano,Yda Manzano,39.954,1,1319939,Acting,False
1635,Chelsea Peretti,Chelsea Peretti,39.948,1,1240868,Acting,False
1636,Rafe Spall,Rafe Spall,39.945,2,28847,Acting,False
1637,Julia Jones,Julia Jones,39.941,1,87310,Acting,False
1638,Wichapas Sumettikul,วิชญ์ภาส สุเมตติกุล,39.938,2,3030333,Acting,False
1639,Ryunosuke Kamiki,神木隆之介,39.931,2,225730,Acting,False
1640,Gabriel Macht,Gabriel Macht,39.929,2,16856,Acting,False
1641,Tyler Hoechlin,Tyler Hoechlin,39.926,2,78198,Acting,False
1642,Liza Lapira,Liza Lapira,39.925,1,51998,Acting,False
1643,Nicholle Tom,Nicholle Tom,39.906,1,35241,Acting,False
1644,Jude Ciccolella,Jude Ciccolella,39.892,2,8693,Acting,False
1645,Valeria Golino,Valeria Golino,39.892,1,3124,Acting,False
1646,Eric Winter,Eric Winter,39.884,2,74409,Acting,False
1647,Matt Dillon,Matt Dillon,39.876,2,2876,Acting,False
1648,Alfie Allen,Alfie Allen,39.874,2,71586,Acting,False
1649,Selma Blair,Selma Blair,39.866,1,11826,Acting,False
1650,Yuliya Aleksandrova,Юлия Александрова,39.862,1,584042,Acting,False
1651,Maura Tierney,Maura Tierney,39.848,1,16307,Acting,False
1652,Jared Padalecki,Jared Padalecki,39.847,2,49623,Acting,False
1653,Fan Bingbing,Fan Bingbing,39.843,1,64439,Acting,False
1654,Maaya Sakamoto,坂本真綾,39.837,1,9711,Acting,False
1655,Xu Zhengxi,徐正溪,39.833,2,1147121,Acting,False
1656,Dean Cameron,Dean Cameron,39.826,2,64057,Acting,False
1657,Melissa McCarthy,Melissa McCarthy,39.824,1,55536,Acting,False
1658,Edward James Olmos,Edward James Olmos,39.824,2,587,Acting,False
1659,Kevin Dunn,Kevin Dunn,39.823,2,14721,Acting,False
1660,Liu Yifei,刘亦菲,39.817,1,122503,Acting,False
1661,Amy Acker,Amy Acker,39.817,1,81133,Acting,False
1662,Meagan Good,Meagan Good,39.815,1,22122,Acting,False
1663,Seo Won,Seo Won-I,39.795,1,1781425,Acting,False
1664,Saranya Ponvannan,Saranya Ponvannan,39.785,1,584504,Acting,False
1665,Topher Grace,Topher Grace,39.764,2,17052,Acting,False
1666,Letitia Wright,Letitia Wright,39.743,1,1083010,Acting,False
1667,Jeffrey Wright,Jeffrey Wright,39.735,2,2954,Acting,False
1668,Sara Paxton,Sara Paxton,39.729,1,60072,Acting,False
1669,Michael Chernus,Michael Chernus,39.728,2,87070,Acting,False
1670,Richard Schiff,Richard Schiff,39.723,2,31028,Acting,False
1671,Shelley Duvall,Shelley Duvall,39.717,1,10409,Acting,False
1672,Irina Muravyova,Ирина Муравьёва,39.715,1,86999,Acting,False
1673,Deborah Raffin,Deborah Raffin,39.714,1,87120,Acting,False
1674,Yang Ik-june,양익준,39.704,2,108538,Acting,False
1675,Janet Montgomery,Janet Montgomery,39.7,1,90755,Acting,False
1676,Sung Yu-ri,성유리,39.689,1,586316,Acting,False
1677,David Dorfman,David Dorfman,39.683,2,26292,Acting,False
1678,He Yu,何与,39.673,2,2650306,Acting,False
1679,Deobia Oparei,Deobia Oparei,39.666,2,58758,Acting,False
1680,Walter Sparrow,Walter Sparrow,39.66,2,141521,Acting,False
1681,Bruce McGill,Bruce McGill,39.659,2,14888,Acting,False
1682,Stephanie Nur,Stephanie Nur,39.654,1,2275144,Acting,False
1683,Riley Keough,Riley Keough,39.642,1,98522,Acting,False
1684,Amanda Tapping,Amanda Tapping,39.636,1,26087,Acting,False
1685,Bo Hopkins,Bo Hopkins,39.635,2,12410,Acting,False
1686,Yang Zi,楊紫,39.626,1,1696482,Acting,False
1687,Manny Jacinto,Manny Jacinto,39.626,2,1368795,Acting,False
1688,Nikolai Karachentsov,Николай Караченцов,39.626,2,99285,Acting,False
1689,Jennifer Grey,Jennifer Grey,39.624,1,722,Acting,False
1690,Bob Odenkirk,Bob Odenkirk,39.622,2,59410,Acting,False
1691,Melisa Aslı Pamuk,Melisa Aslı Pamuk,39.615,1,1575026,Acting,False
1692,Vincent Klyn,Vincent Klyn,39.613,2,63934,Acting,False
1693,Kim Dickens,Kim Dickens,39.609,1,21165,Acting,False
1694,Andrey Smolyakov,Андрей Смоляков,39.602,2,587910,Acting,False
1695,Jennifer Carpenter,Jennifer Carpenter,39.602,1,53828,Acting,False
1696,Taylor Kitsch,Taylor Kitsch,39.591,2,60900,Acting,False
1697,Natalya Rudakova,Natalya Rudakova,39.586,1,75036,Acting,False
1698,Xu Lu,徐璐,39.579,1,1236326,Acting,False
1699,Mina Anwar,Mina Anwar,39.554,1,192472,Acting,False
1700,Martin Sheen,Martin Sheen,39.541,2,8349,Acting,False
1701,Kenjirou Ishimaru,Kenjirou Ishimaru,39.537,2,58450,Acting,False
1702,Tony Gilroy,Tony Gilroy,39.536,2,19242,Writing,False
1703,Jackson Rathbone,Jackson Rathbone,39.534,2,84215,Acting,False
1704,Anirudh Ravichander,அனிருத் ரவிச்சந்திரன்,39.514,2,1081464,Sound,False
1705,Vivica A. Fox,Vivica A. Fox,39.499,1,2535,Acting,False
1706,Özge Gürel,Özge Gürel,39.497,1,1445027,Acting,False
1707,Gloria Guida,Gloria Guida,39.496,1,227317,Acting,False
1708,Billy Magnussen,Billy Magnussen,39.49,2,141034,Acting,False
1709,Richard Madden,Richard Madden,39.488,2,512991,Acting,False
1710,James Cameron,James Cameron,39.487,2,2710,Directing,False
1711,Caroline Williams,Caroline Williams,39.476,1,86923,Acting,False
1712,Sadayuki Murai,村井さだゆき,39.469,2,65441,Writing,False
1713,Naruki Matsukawa,松川尚瑠輝,39.458,2,1238870,Acting,False
1714,Kenan İmirzalıoğlu,Kenan İmirzalıoğlu,39.448,2,99315,Acting,False
1715,Mary-Louise Parker,Mary-Louise Parker,39.431,1,18248,Acting,False
1716,Lee Byung-hun,이병헌,39.427,2,25002,Acting,False
1717,Luke Ishikawa Plowden,Luke Ishikawa Plowden,39.422,2,3005486,Acting,False
1718,Rain,비,39.422,2,112013,Acting,False
1719,Tomohiro Tsuboi,坪井智浩,39.412,2,1241463,Acting,False
1720,Annie Potts,Annie Potts,39.407,1,8873,Acting,False
1721,Satomi Sato,佐藤聡美,39.405,1,1241611,Acting,False
1722,Rani Mukerji,Rani Mukerji,39.404,1,35776,Acting,False
1723,Yoshitsugu Matsuoka,松岡禎丞,39.403,2,233590,Acting,False
1724,Kim Kardashian,Kim Kardashian,39.393,1,212225,Acting,False
1725,James Cromwell,James Cromwell,39.382,2,2505,Acting,False
1726,Dawn Olivieri,Dawn Olivieri,39.371,1,92614,Acting,False
1727,William Schallert,William Schallert,39.363,2,15992,Acting,False
1728,Kit Harington,Kit Harington,39.355,2,239019,Acting,False
1729,Dylan O'Brien,Dylan O'Brien,39.349,2,527393,Acting,False
1730,Jiang Zhinan,姜之南,39.347,1,3591475,Acting,False
1731,Toshirō Mifune,三船敏郎,39.346,2,7450,Acting,False
1732,Danielle Harris,Danielle Harris,39.344,1,21320,Acting,False
1733,Caroline Goodall,Caroline Goodall,39.339,1,6692,Acting,False
1734,Darren Aronofsky,Darren Aronofsky,39.32,2,6431,Directing,False
1735,Cosmo Jarvis,Cosmo Jarvis,39.305,2,1363054,Acting,False
1736,David Eigenberg,David Eigenberg,39.304,2,27552,Acting,False
1737,Alexandra Shipp,Alexandra Shipp,39.284,1,1253199,Acting,False
1738,Patrick Swayze,Patrick Swayze,39.282,2,723,Acting,False
1739,Scott Caan,Scott Caan,39.278,2,1894,Acting,False
1740,Emily Alatalo,Emily Alatalo,39.268,1,999449,Acting,False
1741,Chris Mulkey,Chris Mulkey,39.264,2,15824,Acting,False
1742,Ray Romano,Ray Romano,39.264,2,15757,Acting,False
1743,Lena Olin,Lena Olin,39.258,1,5313,Acting,False
1744,Ko Shibasaki,Ko Shibasaki,39.257,1,58593,Acting,False
1745,Bette Davis,Bette Davis,39.256,1,3380,Acting,False
1746,Zhu Xudan,祝緒丹,39.244,1,1838200,Acting,False
1747,Kajol,Kajol,39.244,1,55061,Acting,False
1748,T.I.,T.I.,39.237,2,76126,Acting,False
1749,Glenn Close,Glenn Close,39.237,1,515,Acting,False
1750,Julie Delpy,Julie Delpy,39.228,1,1146,Acting,False
1751,Terry Crews,Terry Crews,39.227,2,53256,Acting,False
1752,Danny Glover,Danny Glover,39.222,2,2047,Acting,False
1753,Benedict Wong,Benedict Wong,39.197,2,30082,Acting,False
