,name,original_name,popularity,gender,id,known_for_department,adult
6941,Nattawin Wattanagitiphat,ณัฐวิญญ์ วัฒนกิติพัฒน์,25.198,2,3030320,Acting,False
6942,Yō Inoue,井上瑶,25.198,1,1221094,Acting,False
6943,Kieran Culkin,Kieran Culkin,25.197,2,18793,Acting,False
6944,Jean Smart,Jean Smart,25.197,1,5376,Acting,False
6945,Takumi Yamazaki,山崎たくみ,25.196,2,96728,Acting,False
6946,Steve Oedekerk,Steve Oedekerk,25.196,2,4489,Writing,False
6947,Kaoru Kobayashi,Kaoru Kobayashi,25.195,2,20332,Acting,False
6948,Meghan Markle,Meghan Markle,25.194,1,1216701,Acting,False
6949,Sarah Carter,Sarah Carter,25.193,1,56825,Acting,False
6950,Mikako Komatsu,小松未可子,25.188,1,1281498,Acting,False
6951,Ellen Sandweiss,Ellen Sandweiss,25.186,1,11462,Acting,False
6952,Guli Nazha,古力娜扎,25.185,1,1291460,Acting,False
6953,Eliza Coupe,Eliza Coupe,25.185,1,210050,Acting,False
6954,Tom Goodman-Hill,Tom Goodman-Hill,25.183,2,43034,Acting,False
6955,Hiroshi Naka,中博史,25.179,2,126282,Acting,False
6956,Antonio Fargas,Antonio Fargas,25.179,2,84878,Acting,False
6957,Bashir Salahuddin,Bashir Salahuddin,25.177,2,1241330,Acting,False
6958,Franco Garofalo,Franco Garofalo,25.176,2,99195,Acting,False
6959,Caleb Landry Jones,Caleb Landry Jones,25.173,2,572541,Acting,False
6960,Jacob Vargas,Jacob Vargas,25.173,2,16429,Acting,False
6961,Zhao Zhiwei,趙志偉,25.172,2,2300678,Acting,False
6962,David Zucker,David Zucker,25.169,2,12987,Production,False
6963,Larry Roberts,Larry Roberts,25.168,2,64872,Acting,False
6964,Steve Bacic,Steve Bacic,25.168,2,33355,Acting,False
6965,Barbara Sukowa,Barbara Sukowa,25.168,1,23378,Acting,False
6966,Kristoffer Joner,Kristoffer Joner,25.166,2,7742,Acting,False
6967,Michael Harris,Michael Harris,25.165,2,98950,Acting,False
6968,Philip Winchester,Philip Winchester,25.165,2,58428,Acting,False
6969,Sofia Coppola,Sofia Coppola,25.163,1,1769,Directing,False
6970,Mary Hon Ma-Lee,韓馬利,25.162,1,2349758,Acting,False
6971,Aimi Tanaka,田中あいみ,25.161,1,1624956,Acting,False
6972,Maja Salvador,Maja Salvador,25.161,1,114869,Acting,False
6973,Wataru Ichinose,一ノ瀬ワタル,25.16,2,1717745,Acting,False
6974,Megha Akash,Megha Akash,25.16,1,1716356,Acting,False
6975,Cynthia Khan,Cynthia Khan,25.159,1,227792,Acting,False
6976,Amanda Silver,Amanda Silver,25.159,1,67803,Writing,False
6977,Kousei Yuki,結木滉星,25.158,0,1972122,Acting,False
6978,Maria Kawamura,川村万梨阿,25.158,1,103505,Acting,False
6979,Debi Derryberry,Debi Derryberry,25.158,1,73016,Acting,False
6980,Gary Hetherington,Gary Hetherington,25.154,2,85545,Acting,False
6981,Neil Maskell,Neil Maskell,25.154,2,30433,Acting,False
6982,Ingrid Steeger,Ingrid Steeger,25.151,1,233975,Acting,False
6983,Lee Jung-hyun,이정현,25.147,2,2097693,Acting,False
6984,Toshiharu Sakurai,桜井敏治,25.147,2,1073763,Acting,False
6985,Aneurin Barnard,Aneurin Barnard,25.146,2,145143,Acting,False
6986,Hồ Đông Quan,Hồ Đông Quan,25.145,2,4610792,Acting,False
6987,Yuriy Loparyov,Юрий Лопарёв,25.144,2,86838,Acting,False
6988,AnnaLynne McCord,AnnaLynne McCord,25.144,1,82662,Acting,False
6989,Barry Sullivan,Barry Sullivan,25.144,2,40433,Acting,False
6990,Isao Takahata,Isao Takahata,25.144,2,628,Directing,False
6991,Fairuza Balk,Fairuza Balk,25.139,1,826,Acting,False
6992,Josh Radnor,Josh Radnor,25.138,2,144009,Acting,False
6993,Susan Sullivan,Susan Sullivan,25.136,1,543204,Acting,False
6994,Taner Ölmez,Taner Ölmez,25.135,2,1412806,Acting,False
6995,Lisa Ray,Lisa Ray,25.134,1,52969,Acting,False
6996,Kang-Ren Wu,吳慷仁,25.133,2,1251223,Acting,False
6997,Maxine Peake,Maxine Peake,25.133,1,76944,Acting,False
6998,So Joo-yeon,소주연,25.132,1,2082223,Acting,False
6999,Tomohiro Nishimura,西村朋紘,25.132,2,554867,Acting,False
7000,Gaspard Ulliel,Gaspard Ulliel,25.13,2,16790,Acting,False
7001,Shanola Hampton,Shanola Hampton,25.127,1,110531,Acting,False
7002,Glenne Headly,Glenne Headly,25.127,1,21104,Acting,False
7003,Thure Lindhardt,Thure Lindhardt,25.127,2,20258,Acting,False
7004,Kentaro Maeda,前田拳太郎,25.126,2,3173296,Acting,False
7005,Barbara Bain,Barbara Bain,25.126,1,98234,Acting,False
7006,Manu Ríos,Manu Ríos,25.119,2,3128586,Acting,False
7007,Jeong Man-sik,정만식,25.119,2,1044800,Acting,False
7008,Lewis Tan,Lewis Tan,25.118,2,1610940,Acting,False
7009,Dai Gaozheng,Dai Gaozheng,25.116,2,3693678,Acting,False
7010,Ben Miles,Ben Miles,25.113,2,11280,Acting,False
7011,Jason Davis,Jason Davis,25.112,2,58733,Acting,False
7012,Nita Talbot,Nita Talbot,25.111,1,83436,Acting,False
7013,Michael Jelenic,Michael Jelenic,25.11,2,113901,Writing,False
7014,Park Eun-seok,박은석,25.108,2,1523572,Acting,False
7015,Hiroshi Takemura,竹村拓,25.105,2,1241826,Acting,False
7016,Hirofumi Suzuki,鈴木博文,25.104,2,1821247,Visual Effects,False
7017,Emma Dumont,Emma Dumont,25.1,1,968089,Acting,False
7018,Suet Nei,雪妮,25.1,1,63586,Acting,False
7019,Barney Phillips,Barney Phillips,25.099,2,108289,Acting,False
7020,Mary Stuart Masterson,Mary Stuart Masterson,25.21,1,31140,Acting,False
7021,Charlyne Yi,Charlyne Yi,25.205,3,93285,Acting,False
7022,Gary Dourdan,Gary Dourdan,25.204,2,40276,Acting,False
7023,Yaya DaCosta,Yaya DaCosta,25.203,1,60033,Acting,False
7024,Regis Toomey,Regis Toomey,25.202,2,22093,Acting,False
7025,Oh Man-seok,오만석,25.199,2,145999,Acting,False
7026,Mike Tyson,Mike Tyson,25.199,2,80757,Acting,False
7027,Nattawin Wattanagitiphat,ณัฐวิญญ์ วัฒนกิติพัฒน์,25.198,2,3030320,Acting,False
7028,Yō Inoue,井上瑶,25.198,1,1221094,Acting,False
7029,Kieran Culkin,Kieran Culkin,25.197,2,18793,Acting,False
7030,Jean Smart,Jean Smart,25.197,1,5376,Acting,False
7031,Takumi Yamazaki,山崎たくみ,25.196,2,96728,Acting,False
7032,Steve Oedekerk,Steve Oedekerk,25.196,2,4489,Writing,False
7033,Kaoru Kobayashi,Kaoru Kobayashi,25.195,2,20332,Acting,False
7034,Meghan Markle,Meghan Markle,25.194,1,1216701,Acting,False
7035,Sarah Carter,Sarah Carter,25.193,1,56825,Acting,False
7036,Mikako Komatsu,小松未可子,25.188,1,1281498,Acting,False
7037,Ellen Sandweiss,Ellen Sandweiss,25.186,1,11462,Acting,False
7038,Guli Nazha,古力娜扎,25.185,1,1291460,Acting,False
7039,Eliza Coupe,Eliza Coupe,25.185,1,210050,Acting,False
7040,Lee Kyoo-hyung,이규형,25.069,2,1916075,Acting,False
7041,Gong Jun,Gong Jun,25.069,2,1820070,Acting,False
7042,Sandra Ng Kwun-Yu,吳君如,25.069,1,88495,Acting,False
7043,Regina Kent,Regina Kent,25.068,1,113923,Acting,False
7044,Christine Lahti,Christine Lahti,25.067,1,77133,Acting,False
7045,Frank John Hughes,Frank John Hughes,25.066,2,9275,Acting,False
7046,Danny Boyle,Danny Boyle,25.066,2,2034,Directing,False
7047,Woo Hee-jin,우희진,25.062,1,1249206,Acting,False
7048,Sian Brooke,Sian Brooke,25.062,1,1237956,Acting,False
7049,Samy Naceri,Samy Naceri,25.062,2,20666,Acting,False
7050,Kayla Compton,Kayla Compton,25.061,1,1163405,Acting,False
7051,Nijiko Kiyokawa,Nijiko Kiyokawa,25.061,1,86859,Acting,False
7052,Türkan Şoray,Türkan Şoray,25.059,1,556475,Acting,False
7053,Yoko Shimada,Yoko Shimada,25.059,1,80607,Acting,False
7054,Patricia Wettig,Patricia Wettig,25.059,1,33487,Acting,False
7055,Taylor Nichols,Taylor Nichols,25.059,2,4944,Acting,False
7056,Cherry Jones,Cherry Jones,25.055,1,1956,Acting,False
7057,Rihoko Yoshida,吉田理保子,25.055,1,621,Acting,False
7058,Akiko Koyama,小山明子,25.053,1,552315,Acting,False
7059,Saundra Santiago,Saundra Santiago,25.053,1,171135,Acting,False
7060,Anna Szymańczyk,Anna Szymańczyk,25.051,1,2309286,Acting,False
7061,Taito Ban,坂泰斗,25.05,2,2106489,Acting,False
7062,Oded Fehr,Oded Fehr,25.05,2,18041,Acting,False
7063,Julia Sawalha,Julia Sawalha,25.049,1,53328,Acting,False
7064,Nava Mau,Nava Mau,25.048,1,2418246,Acting,False
7065,Dong Jie,董潔,25.048,1,12676,Acting,False
7066,Nicole Sorace,Nicole Sorace,25.044,1,4481145,Acting,False
7067,Nejat İşler,Nejat İşler,25.044,2,98834,Acting,False
7068,Edward Albert,Edward Albert,25.044,2,41218,Acting,False
7069,Seo Sang-won,서상원,25.043,2,2197280,Acting,False
7070,Andrew Howard,Andrew Howard,25.042,2,67206,Acting,False
7071,Yuka Terasaki,寺崎裕香,25.041,1,1247771,Acting,False
7072,Laura Harris,Laura Harris,25.041,1,25872,Acting,False
7073,Andrea Martin,Andrea Martin,25.041,1,8263,Acting,False
7074,Natalya Sedykh,Наталья Седых,25.038,1,86795,Acting,False
7075,Dean Martin,Dean Martin,25.035,2,4299,Acting,False
7076,William Nadylam,William Nadylam,25.033,2,87426,Acting,False
7077,Rebekah Chaney,Rebekah Chaney,25.033,1,65125,Acting,False
7078,Tomomichi Nishimura,西村知道,25.029,2,81859,Acting,False
7079,Michael Sloan,Michael Sloan,25.029,2,43922,Writing,False
7080,Saskia Reeves,Saskia Reeves,25.027,1,13363,Acting,False
7081,Vanessa Williams,Vanessa Williams,25.026,1,27011,Acting,False
7082,Michael Jackson,Michael Jackson,25.02,2,82702,Acting,False
7083,Mark Ivanir,Mark Ivanir,25.02,2,6696,Acting,False
7084,Ryu Kyung-soo,류경수,25.015,2,2239782,Acting,False
7085,Tami Stronach,Tami Stronach,25.014,1,124442,Acting,False
7086,Shaun Toub,Shaun Toub,25.014,2,17857,Acting,False
7087,Currie Graham,Currie Graham,25.012,2,156590,Acting,False
7088,Dustin Clare,Dustin Clare,25.011,2,220916,Acting,False
7089,Oh Kwang-rok,오광록,25.01,2,528339,Acting,False
7090,Norman Foster,Norman Foster,25.01,2,87459,Directing,False
7091,Scott Porter,Scott Porter,25.009,2,53368,Acting,False
7092,George Hamilton,George Hamilton,25.007,2,3267,Acting,False
7093,Chris Alcaide,Chris Alcaide,25.002,2,138375,Acting,False
7094,Jason Priestley,Jason Priestley,25.001,2,19143,Acting,False
7095,Shinichi Tsutsumi,Shinichi Tsutsumi,25.0,2,58596,Acting,False
7096,Susumu Mitsunaka,満仲勧,24.995,2,1325228,Directing,False
7097,Jill Hennessy,Jill Hennessy,24.995,1,50877,Acting,False
7098,George Carlin,George Carlin,24.994,2,15903,Acting,False
7099,Kevin Rahm,Kevin Rahm,24.992,2,97604,Acting,False
7100,Park Eun-seok,박은석,25.108,2,1523572,Acting,False
7101,Hiroshi Takemura,竹村拓,25.105,2,1241826,Acting,False
7102,Hirofumi Suzuki,鈴木博文,25.104,2,1821247,Visual Effects,False
7103,Emma Dumont,Emma Dumont,25.1,1,968089,Acting,False
7104,Suet Nei,雪妮,25.1,1,63586,Acting,False
7105,Barney Phillips,Barney Phillips,25.099,2,108289,Acting,False
7106,Reiko Tajima,田島令子,25.096,1,142713,Acting,False
7107,Ersin Arıcı,Ersin Arıcı,25.092,2,1948899,Acting,False
7108,Jo Se-ho,조세호,25.092,2,1523030,Acting,False
7109,John C. McGinley,John C. McGinley,25.091,2,11885,Acting,False
7110,Carrie Preston,Carrie Preston,25.091,1,7465,Acting,False
7111,Philip Granger,Philip Granger,25.087,2,64670,Acting,False
7112,Jack Scalia,Jack Scalia,25.085,2,58792,Acting,False
7113,Rita Moreno,Rita Moreno,25.085,1,13299,Acting,False
7114,Taishi Murata,村田太志,25.08,2,1325953,Acting,False
7115,Ingrid Martz,Ingrid Martz,25.08,1,1238408,Acting,False
7116,Daisuke Kishio,岸尾だいすけ,25.079,2,115302,Acting,False
7117,Nailea Norvind,Nailea Norvind,25.078,1,1238952,Acting,False
7118,Edvin Endre,Edvin Endre,25.076,2,1153821,Acting,False
7119,Ray McAnally,Ray McAnally,25.076,2,40008,Acting,False
7120,Ignacio Serricchio,Ignacio Serricchio,24.969,2,139868,Acting,False
7121,Martha Plimpton,Martha Plimpton,24.966,1,17495,Acting,False
7122,Wayne Brady,Wayne Brady,24.961,2,76669,Acting,False
7123,Ye Su-jeong,예수정,24.959,1,1351055,Acting,False
7124,Spencer Grammer,Spencer Grammer,24.959,1,176823,Acting,False
7125,Elon Musk,Elon Musk,24.959,2,57563,Acting,False
7126,Logan Miller,Logan Miller,24.954,2,116088,Acting,False
7127,John Gielgud,John Gielgud,24.954,2,11857,Acting,False
7128,Essie Davis,Essie Davis,24.952,1,33449,Acting,False
7129,Govinda,Govinda,24.951,2,97546,Acting,False
7130,Jim Starlin,Jim Starlin,24.947,2,1713975,Writing,False
7131,Frances Barber,Frances Barber,24.947,1,47644,Acting,False
7132,Lisa Ann Walter,Lisa Ann Walter,24.947,1,4494,Acting,False
7133,Mike Angelo,Mike Angelo,24.946,2,1292043,Acting,False
7134,Anthony Molinari,Anthony Molinari,24.942,2,202930,Acting,False
7135,John Bruno,John Bruno,24.942,2,58338,Visual Effects,False
7136,Lee Xia,이시아,24.941,1,1971304,Acting,False
7137,Tomoaki Maeno,前野智昭,24.941,2,1249235,Acting,False
7138,Aidan Quinn,Aidan Quinn,24.941,2,18992,Acting,False
7139,David Bowie,David Bowie,24.939,2,7487,Acting,False
7140,Kipp Hamilton,Kipp Hamilton,24.938,1,39555,Acting,False
7141,Park So-jin,박소진,24.937,1,1525617,Acting,False
7142,Callan Mulvey,Callan Mulvey,24.937,2,208296,Acting,False
7143,French Stewart,French Stewart,24.933,2,67711,Acting,False
7144,Arly Jover,Arly Jover,24.933,1,66147,Acting,False
7145,Oshirō Maeda,Oshirō Maeda,24.93,2,586791,Acting,False
7146,Kenichi Takitoh,滝藤賢一,24.928,2,237323,Acting,False
7147,Callie Thorne,Callie Thorne,24.927,1,164397,Acting,False
7148,Nell Tiger Free,Nell Tiger Free,24.923,1,1472584,Acting,False
7149,Kevin Sussman,Kevin Sussman,24.923,2,60633,Acting,False
7150,Chris Isaak,Chris Isaak,24.923,2,6591,Acting,False
7151,Bey Logan,Bey Logan,24.92,2,66125,Acting,False
7152,Michael Kopsa,Michael Kopsa,24.919,2,583061,Acting,False
7153,Keith Ferguson,Keith Ferguson,24.919,2,143346,Acting,False
7154,Betty Thomas,Betty Thomas,24.919,1,31024,Directing,False
7155,Eita Nagayama,永山瑛太,24.916,2,117975,Acting,False
7156,Phuripan Sapsangsawat,Phuripan Sapsangsawat,24.914,2,4208595,Acting,False
7157,Kei Tomiyama,富山敬,24.912,2,110666,Acting,False
7158,Ashlynn Yennie,Ashlynn Yennie,24.907,1,121575,Acting,False
7159,Kavya Thapar,Kavya Thapar,24.905,1,2133328,Acting,False
7160,Laura Silverman,Laura Silverman,24.903,1,99007,Acting,False
7161,Yun Ji-on,윤지온,24.898,2,2169916,Acting,False
7162,Paul Henning,Paul Henning,24.898,2,63963,Writing,False
7163,Byun Hee-bong,변희봉,24.897,2,116180,Acting,False
7164,Lee Gi-kwang,이기광,24.895,2,1493019,Acting,False
7165,Mark Lenard,Mark Lenard,24.895,2,1820,Acting,False
7166,Julia Nickson,Julia Nickson,24.894,1,16578,Acting,False
7167,Ai Maeda,前田愛,24.893,1,31082,Acting,False
7168,Julie Engelbrecht,Julie Engelbrecht,24.891,1,587207,Acting,False
7169,George Segal,George Segal,24.89,2,18364,Acting,False
7170,Robert Lindsay,Robert Lindsay,24.889,2,71450,Acting,False
7171,Taylor John Smith,Taylor John Smith,24.885,2,1369329,Acting,False
7172,Harold Gould,Harold Gould,24.885,2,14833,Acting,False
7173,Tara Summers,Tara Summers,24.884,1,72003,Acting,False
7174,Devin Ratray,Devin Ratray,24.884,2,11516,Acting,False
7175,Luke Perry,Luke Perry,24.883,2,8395,Acting,False
7176,Kim Moo-joon,김무준,24.879,2,3221238,Acting,False
7177,James Vanderbilt,James Vanderbilt,24.879,2,20204,Writing,False
7178,Britt Irvin,Britt Irvin,24.873,1,62866,Acting,False
7179,Ayasa Ito,伊藤彩沙,24.871,1,2241366,Acting,False
7180,Jason Priestley,Jason Priestley,25.001,2,19143,Acting,False
7181,Shinichi Tsutsumi,Shinichi Tsutsumi,25.0,2,58596,Acting,False
7182,Susumu Mitsunaka,満仲勧,24.995,2,1325228,Directing,False
7183,Jill Hennessy,Jill Hennessy,24.995,1,50877,Acting,False
7184,George Carlin,George Carlin,24.994,2,15903,Acting,False
7185,Kevin Rahm,Kevin Rahm,24.992,2,97604,Acting,False
7186,Danneel Ackles,Danneel Ackles,24.992,1,81164,Acting,False
7187,Robert Capron,Robert Capron,24.991,2,111922,Acting,False
7188,Lee Eung-bok,이응복,24.99,2,1724565,Directing,False
7189,Tannishtha Chatterjee,Tannishtha Chatterjee,24.987,1,87297,Acting,False
7190,Judith Hoag,Judith Hoag,24.986,1,45041,Acting,False
7191,Yasujirō Ozu,小津安二郎,24.985,2,95501,Directing,False
7192,Nick Jonas,Nick Jonas,24.984,2,130565,Acting,False
7193,Michael McKean,Michael McKean,24.982,2,21731,Acting,False
7194,Tichina Arnold,Tichina Arnold,24.981,1,83600,Acting,False
7195,Seymour Cassel,Seymour Cassel,24.98,2,5950,Acting,False
7196,Dieter Eppler,Dieter Eppler,24.976,2,26245,Acting,False
7197,Vera Altayskaya,Vera Altayskaya,24.975,1,86789,Acting,False
7198,Ellen Geer,Ellen Geer,24.975,1,4975,Acting,False
7199,Masahiko Nishimura,西村雅彥,24.975,2,20333,Acting,False
7200,Takashi Naito,Takashi Naito,24.845,2,19590,Acting,False
7201,David Clennon,David Clennon,24.844,2,15412,Acting,False
7202,Pragati Chourasiya,Pragati Chourasiya,24.843,1,2608163,Acting,False
7203,Wes Craven,Wes Craven,24.842,2,5140,Directing,False
7204,Aoi Morikawa,Aoi Morikawa,24.839,1,1373212,Acting,False
7205,Daniel Benzali,Daniel Benzali,24.839,2,58663,Acting,False
7206,Karen Kruper,Karen Kruper,24.838,1,35704,Acting,False
7207,Katsumi Takahashi,Katsumi Takahashi,24.836,2,77875,Acting,False
7208,Norimasa Fuke,冨家 規政,24.833,2,1718690,Acting,False
7209,Louise Cliffe,Louise Cliffe,24.832,1,147893,Acting,False
7210,Peter Cullen,Peter Cullen,24.83,2,19540,Acting,False
7211,Hrant Alianak,Hrant Alianak,24.827,2,44155,Acting,False
7212,Fred Armisen,Fred Armisen,24.827,2,61110,Acting,False
7213,Kim Eun-sook,김은숙,24.826,1,1253794,Writing,False
7214,Jack Gleeson,Jack Gleeson,24.826,2,489467,Acting,False
7215,Yuko Natsuyoshi,夏吉ゆうこ,24.823,1,2431907,Acting,False
7216,Tiffany Lau Yuk-Ting,Tiffany Lau Yuk-Ting,24.823,1,1358812,Acting,False
7217,Susan Roman,Susan Roman,24.823,1,87462,Acting,False
7218,Frank Marshall,Frank Marshall,24.823,2,664,Directing,False
7219,Melissa Joan Hart,Melissa Joan Hart,24.821,1,78501,Acting,False
7220,Chika Sakamoto,坂本千夏,24.821,1,55664,Acting,False
7221,Ryo Nishikido,錦戸亮,24.819,2,125950,Acting,False
7222,Jo Yoon-soo,조윤수,24.817,1,3693269,Acting,False
7223,Toshie Negishi,根岸季衣,24.816,1,72606,Acting,False
7224,Zhang Yimou,张艺谋,24.815,2,607,Directing,False
7225,Kate Nauta,Kate Nauta,24.813,1,57346,Acting,False
7226,Glenn Fleshler,Glenn Fleshler,24.811,2,1377670,Acting,False
7227,Lauren Tom,Lauren Tom,24.811,1,15100,Acting,False
7228,Toshiyuki Toyonaga,豊永利行,24.808,2,1014991,Acting,False
7229,Shad Moss,Shad Moss,24.807,2,58197,Acting,False
7230,Toru Tezuka,Toru Tezuka,24.804,2,58609,Acting,False
7231,Humayun Saeed,Humayun Saeed,24.802,2,85888,Acting,False
7232,Cascy Beddow,Cascy Beddow,24.802,2,10861,Acting,False
7233,Jessica Capshaw,Jessica Capshaw,24.802,1,2205,Acting,False
7234,Baek Ji-young,백지영,24.799,1,1619555,Acting,False
7235,Gregg Henry,Gregg Henry,24.799,2,2518,Acting,False
7236,Kit Connor,Kit Connor,24.798,2,1538851,Acting,False
7237,Valentina Sperantova,Валентина Сперантова,24.798,1,588108,Acting,False
7238,Tony McNamara,Tony McNamara,24.797,2,77723,Writing,False
7239,Anne Baxter,Anne Baxter,24.796,1,10606,Acting,False
7240,Shirley Henderson,Shirley Henderson,24.796,1,1834,Acting,False
7241,Janelle Tee,Janelle Tee,24.795,1,3410972,Acting,False
7242,Geneviève Bujold,Geneviève Bujold,24.795,1,35341,Acting,False
7243,Lau Ching-wan,劉青雲,24.794,2,940339,Acting,False
7244,Ben Wright,Ben Wright,24.794,2,71781,Acting,False
7245,Ferdia Walsh-Peelo,Ferdia Walsh-Peelo,24.793,2,1539216,Acting,False
7246,Chandramohan,Chandramohan,24.793,2,586627,Acting,False
7247,Jim Codrington,Jim Codrington,24.793,2,64514,Acting,False
7248,Esther Acebo,Esther Acebo,24.792,1,1972707,Acting,False
7249,Satoshi Tsuruoka,鶴岡聡,24.792,2,550091,Acting,False
7250,Rusty Cundieff,Rusty Cundieff,24.791,2,141825,Directing,False
7251,Denis Lill,Denis Lill,24.791,2,129452,Acting,False
7252,Lonette McKee,Lonette McKee,24.791,1,62127,Acting,False
7253,Ben Hardy,Ben Hardy,24.79,2,1452045,Acting,False
7254,Craig Charles,Craig Charles,24.79,2,137024,Acting,False
7255,Mike Judge,Mike Judge,24.789,2,17403,Acting,False
7256,Benjamin Whitrow,Benjamin Whitrow,24.787,2,84927,Acting,False
7257,Akiko Yajima,矢島晶子,24.782,1,90499,Acting,False
7258,Catherine Scorsese,Catherine Scorsese,24.782,1,11483,Acting,False
7259,K Callan,K Callan,24.781,1,41729,Acting,False
7260,Aisling Franciosi,Aisling Franciosi,24.777,1,1323109,Acting,False
7261,Tommy Abuel,Tommy Abuel,24.774,2,142967,Acting,False
7262,Justin Timberlake,Justin Timberlake,24.774,2,12111,Acting,False
7263,John Saxon,John Saxon,24.774,2,11163,Acting,False
7264,Choo Young-woo,추영우,24.772,2,2959217,Acting,False
7265,Elizabeth Reaser,Elizabeth Reaser,24.772,1,53755,Acting,False
7266,Nicola Anderson,Nicola Anderson,24.77,1,87738,Acting,False
7267,Alperen Duymaz,Alperen Duymaz,24.766,2,1584432,Acting,False
7268,Nabil Elouahabi,Nabil Elouahabi,24.766,2,26197,Acting,False
7269,Takehiko Shinjo,Takehiko Shinjo,24.765,2,123885,Directing,False
7270,Ishirō Honda,本多猪四郎,24.761,2,18598,Directing,False
7271,Rue McClanahan,Rue McClanahan,24.761,1,41689,Acting,False
7272,Denis Leary,Denis Leary,24.755,2,5724,Acting,False
7273,Günter Zschimmer,Günter Zschimmer,24.754,2,3420718,Acting,False
7274,Kim Byeong-ok,김병옥,24.754,2,77182,Acting,False
7275,Richard Marner,Richard Marner,24.753,2,6612,Acting,False
7276,Gideon Adlon,Gideon Adlon,24.752,1,1803286,Acting,False
7277,Madeleine Arthur,Madeleine Arthur,24.75,1,1463652,Acting,False
7278,Giorgio Cantarini,Giorgio Cantarini,24.75,2,9236,Acting,False
7279,Brenda Fricker,Brenda Fricker,24.749,1,18345,Acting,False
7280,Yukana,ゆかな,24.856,1,90572,Acting,False
7281,Wang Baoqiang,王宝强,24.852,2,71051,Acting,False
7282,Masakazu Morita,Masakazu Morita,24.849,2,78402,Acting,False
7283,Alex Roe,Alex Roe,24.848,2,1167375,Acting,False
7284,Junko Matsushita,松下純子,15.454,1,1845941,Visual Effects,False
7285,Jennia Fredrique,Jennia Fredrique,24.847,1,87080,Acting,False
7286,Omar Sy,Omar Sy,24.847,2,78423,Acting,False
7287,Morgane Polanski,Morgane Polanski,24.845,1,1571182,Acting,False
7288,Joanna Gleason,Joanna Gleason,24.845,1,20747,Acting,False
7289,Takashi Naito,Takashi Naito,24.845,2,19590,Acting,False
7290,David Clennon,David Clennon,24.844,2,15412,Acting,False
7291,Pragati Chourasiya,Pragati Chourasiya,24.843,1,2608163,Acting,False
7292,Wes Craven,Wes Craven,24.842,2,5140,Directing,False
7293,Aoi Morikawa,Aoi Morikawa,24.839,1,1373212,Acting,False
7294,Daniel Benzali,Daniel Benzali,24.839,2,58663,Acting,False
7295,Karen Kruper,Karen Kruper,24.838,1,35704,Acting,False
7296,Katsumi Takahashi,Katsumi Takahashi,24.836,2,77875,Acting,False
7297,Norimasa Fuke,冨家 規政,24.833,2,1718690,Acting,False
7298,Louise Cliffe,Louise Cliffe,24.832,1,147893,Acting,False
7299,Peter Cullen,Peter Cullen,24.83,2,19540,Acting,False
7300,Demetrius Grosse,Demetrius Grosse,24.721,2,202892,Acting,False
7301,Stephen Cragg,Stephen Cragg,24.721,2,108250,Directing,False
7302,Nicole de Boer,Nicole de Boer,24.72,1,5888,Acting,False
7303,Shingo Yanagisawa,柳沢慎吾,24.718,2,1032717,Acting,False
7304,Tyne Daly,Tyne Daly,24.716,1,66221,Acting,False
7305,Vanessa Lachey,Vanessa Lachey,24.716,1,20404,Acting,False
7306,Jennifer Stahl,Jennifer Stahl,24.714,1,4212,Acting,False
7307,Robert Picardo,Robert Picardo,24.711,2,16180,Acting,False
7308,Edward Dmytryk,Edward Dmytryk,24.71,2,64114,Directing,False
7309,Donnie Wahlberg,Donnie Wahlberg,24.709,2,2680,Acting,False
7310,Narupornkamol Chaisang,Narupornkamol Chaisang,24.708,1,1960604,Acting,False
7311,Ou Hao,歐豪,24.707,2,1355667,Acting,False
7312,Peter Jurasik,Peter Jurasik,24.707,2,12876,Acting,False
7313,Ryoo Seung-bum,류승범,24.705,2,88876,Acting,False
7314,Osamu Saka,阪脩,24.704,2,83932,Acting,False
7315,Martin Spanjers,Martin Spanjers,24.704,2,66527,Acting,False
7316,Leslie Bibb,Leslie Bibb,24.704,1,57451,Acting,False
7317,Kang Chan-hee,강찬희,24.703,2,2064247,Acting,False
7318,Shiri Appleby,Shiri Appleby,24.697,1,50346,Acting,False
7319,Jonathan Glazer,Jonathan Glazer,24.695,2,66728,Directing,False
7320,Ken Jenkins,Ken Jenkins,24.694,2,38570,Acting,False
7321,Aarif Rahman,Aarif Rahman,24.691,2,148881,Acting,False
7322,Masatomo Nakazawa,中澤まさとも,24.69,2,2019916,Acting,False
7323,David DeCoteau,David DeCoteau,24.689,2,97618,Directing,False
7324,Sung Hoon,성훈,24.688,2,1256390,Acting,False
7325,Gloria LeRoy,Gloria LeRoy,24.686,1,154901,Acting,False
7326,Kang Du-hyun,Kang Du-hyun,24.683,2,4057660,Acting,False
7327,Takeshi Kaneshiro,金城武,24.683,2,43661,Acting,False
7328,Sharla Cheung,Sharla Cheung Man,24.68,1,67221,Acting,False
7329,Shotaro Ishinomori,石ノ森章太郎,24.679,2,553254,Writing,False
7330,Kenji Utsumi,内海賢二,24.679,2,83930,Acting,False
7331,Patrick Leung Pak-Kin,梁柏堅,24.679,2,64423,Directing,False
7332,F. Murray Abraham,F. Murray Abraham,24.679,2,1164,Acting,False
7333,Tori Matsuzaka,Tori Matsuzaka,24.676,2,1105808,Acting,False
